Name,UPC,Price (excl. tax),Rating,Has Description,Image URL,Description,Availability,Category_Academic,Category_Add a comment,Category_Adult Fiction,Category_Art,Category_Autobiography,Category_Biography,Category_Business,Category_Childrens,Category_Christian,Category_Christian Fiction,Category_Classics,Category_Contemporary,Category_Crime,Category_Cultural,Category_Default,Category_Erotica,Category_Fantasy,Category_Fiction,Category_Food and Drink,Category_Health,Category_Historical,Category_Historical Fiction,Category_History,Category_Horror,Category_Humor,Category_Music,Category_Mystery,Category_New Adult,Category_Nonfiction,Category_Novels,Category_Paranormal,Category_Parenting,Category_Philosophy,Category_Poetry,Category_Politics,Category_Psychology,Category_Religion,Category_Romance,Category_Science,Category_Science Fiction,Category_Self Help,Category_Sequential Art,Category_Short Stories,Category_Spirituality,Category_Sports and Games,Category_Suspense,Category_Thriller,Category_Travel,Category_Womens Fiction,Category_Young Adult
The Death of Humanity: and the Case for Life,bd261725b99f5983,58.11,4,True,https://books.toscrape.com/media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",43c6a960757cf559,49.05,3,True,https://books.toscrape.com/media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Art Forger,80cfab6bcff3a244,40.76,3,True,https://books.toscrape.com/media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg,,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,a3d2a4250807f1e9,19.73,1,True,https://books.toscrape.com/media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,7d6d2a6c0276f81b,32.24,5,True,https://books.toscrape.com/media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,87b0615b6e1f4d7b,41.83,4,True,https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soul Reader,e6af5bf1163c1151,39.58,2,True,https://books.toscrape.com/media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Security,6f78a0d744c35456,39.25,2,True,https://books.toscrape.com/media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Saga, Volume 6 (Saga (Collected Editions) #6)",c849f0b2f5d6a742,25.02,3,True,https://books.toscrape.com/media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Saga, Volume 5 (Saga (Collected Editions) #5)",53a3d11bb568cc8b,51.04,2,True,https://books.toscrape.com/media/cache/60/3c/603c8f3dd299efe67616a53e5bfb1d03.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Reskilling America: Learning to Labor in the Twenty-First Century,d7310206583a54b6,19.83,2,True,https://books.toscrape.com/media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",c82a3e358c773c73,50.4,3,True,https://books.toscrape.com/media/cache/d5/d0/d5d015a9cf899301cce5d1a629bdd974.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",0fa6dceead7ce47a,13.61,5,True,https://books.toscrape.com/media/cache/6c/8f/6c8ffe949fb650ba60eff25be1692881.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Princess Between Worlds (Wide-Awake Princess #5),0e691eda369f4e09,13.34,5,True,https://books.toscrape.com/media/cache/db/01/db01b38d3200a5faff4ead42791416e4.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Pop Gun War, Volume 1: Gift",e80f8e518b300dfe,18.97,1,True,https://books.toscrape.com/media/cache/6f/7b/6f7b3b8445b943f4ff7426360daefb88.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",7392c0032f92d816,36.28,2,True,https://books.toscrape.com/media/cache/31/e6/31e6e0a41e62858180b268c27b20a770.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Patience,9429b4d59c537af5,10.16,3,True,https://books.toscrape.com/media/cache/71/0c/710cdaa148f10aac35c27bb93b4f532e.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",889139b8e9c4cb36,15.44,4,True,https://books.toscrape.com/media/cache/0c/8a/0c8ae80b592bc1b4c555d6b29d1cfa28.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
orange: The Complete Collection 1 (orange: The Complete Collection #1),11809b1d323b3057,48.41,1,True,https://books.toscrape.com/media/cache/33/0b/330bf57e3f2e70548f87d39cb956f7eb.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Online Marketing for Busy Authors: A Step-By-Step Guide,9ffa38d3b832433a,46.35,1,True,https://books.toscrape.com/media/cache/49/e1/49e1f207b2149e34390a2c6aa7cfc113.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
On a Midnight Clear,b757c0c361e689ce,14.07,3,True,https://books.toscrape.com/media/cache/75/9d/759d9276739200e2cb8101a36449ba20.jpg,,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Obsidian (Lux #1),3c346ab1e76ae1f6,14.86,2,True,https://books.toscrape.com/media/cache/88/3f/883fb0f2304efca8724c629f03a4b82a.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
My Paris Kitchen: Recipes and Stories,784bc2279baa878d,33.37,2,True,https://books.toscrape.com/media/cache/ae/d5/aed548aefcac7803a599b05da3acb86e.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Masks and Shadows,fa9610a50a1bf149,56.4,2,True,https://books.toscrape.com/media/cache/05/c4/05c43fe821ae19169c7baa8a54c7e869.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",72f9d5be3472d34e,14.02,4,True,https://books.toscrape.com/media/cache/48/19/48192cbef9101060e3787d87d7c8d7d1.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",460089f796fb3f82,46.91,2,True,https://books.toscrape.com/media/cache/67/f8/67f83a06f77d0ff3b06cb8ac04839422.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",b6ee99bcf06fc91f,45.61,3,True,https://books.toscrape.com/media/cache/1c/78/1c78cb31ededc4c662857cf65bd1619d.jpg,,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
